aggregated_infant_mortality,aggregated_life_expectancy,mortality_rate_change,life_expectancy_change
10.634976735714286,53.79054365079365,,
10.687615888356165,53.387480136986305,0.004949625556312398,-0.0074932039435039455
10.479219070987654,53.98312777777778,-0.01949890598103854,0.01115706602490163
10.240346274418604,54.47874709302325,-0.022794904367481328,0.00918100405900324
10.050544412903227,54.7878247311828,-0.018534711271387505,0.005673361717217773
10.117469869,54.879479,0.006658888647947503,0.0016728948314137515
10.371933128124999,54.28680669642857,0.025150878867914894,-0.010799524965815266
10.119918354867256,54.65432389380531,-0.024297763024943575,0.006769917402434267
9.761622619327731,55.415287394957986,-0.03540500258751589,0.013923207661140191
9.477566723140496,55.863842148760334,-0.029099249916178183,0.008094422584248084
9.415002334799999,55.9608368,-0.006601313413889254,0.0017362688907323065
9.145444981999999,56.486400800000006,-0.028630619856954698,0.009391639404505936
9.077795733858268,56.6731,-0.007397042820210253,0.003305206162117491
8.963170416030534,56.803025954198475,-0.012626999019178853,0.0022925506845130617
9.069952486861315,56.734862773722625,0.011913426374199121,-0.0011999920661059926
8.907448849280575,56.88420539568345,-0.017916702189580525,0.0026322901767905638
8.71690469964539,57.25481631205674,-0.021391551370017137,0.00651518138990137
8.574171147959184,57.48373673469388,-0.016374338897156004,0.003998273636744321
8.382270699342106,57.70978881578947,-0.022381224412899026,0.003932452793368402
8.157558278980892,58.058096815286625,-0.026808060538876632,0.006035509861402444
8.024765360759494,58.298203797468354,-0.01627851296674865,0.004135633018520046
7.796255554999999,58.740347239263805,-0.02847557473479423,0.007584169202390578
7.661053231475903,58.99880421686747,-0.01734195634946656,0.004399990632518946
7.436706434491018,59.51313143712575,-0.029284067112749224,0.008717587196644283
7.286218890266273,59.69291775147929,-0.020235778506301205,0.003020952015329259
7.085233490726744,60.190193023255816,-0.027584320834504017,0.008330557300731067
6.902391143000001,60.49724914285714,-0.025806114641959255,0.00510143105011629
6.709175022926136,61.04865056818182,-0.027992635605678995,0.009114487569882757
6.638398724611111,61.02366138888889,-0.010549180498820254,-0.0004093322139040456
6.46845286510929,61.48516775956284,-0.025600429644541567,0.0075627446824746425
6.288256954837838,61.76385108108108,-0.027857652212853745,0.004532529253364448
6.041332042021277,62.226634042553194,-0.039267624492760334,0.00749278021645039
5.952289069450262,62.325032460732984,-0.014738963518585724,0.0015812910290551319
5.781123743229166,62.58720494791667,-0.028756218695693114,0.004206535910733056
5.5740818146153845,63.02052717948718,-0.03581344005242382,0.006923495496101939
5.46641737379902,63.30110833333334,-0.019315188473564504,0.004452218450141432
5.310378612843137,63.694271323529414,-0.02854497750277707,0.006210996940618108
5.1709465463480395,63.98392647058823,-0.0262565207983253,0.004547585536971432
5.050092110318627,64.08108161764706,-0.023371820796477816,0.001518430524945824
4.920824260955882,64.50681397058824,-0.025597127050141832,0.006643651171205356
4.842998730191388,64.59712846889951,-0.015815547688219356,0.0014000768717619128
4.743000263205742,64.71735215311006,-0.020648047327010977,0.0018611304722071509
4.655965658014354,64.74045358851674,-0.018350116036586983,0.0003569589088261438
4.566239570287081,64.97928373205741,-0.019271209093397634,0.003689040318726411
4.505904890741627,65.1659105263158,-0.013213209385258051,0.002872096821318282
4.379804776555024,65.4297504784689,-0.027985525048632054,0.004048741896218289
4.271983583229665,65.688690430622,-0.02461780805905389,0.003957526205732753
4.1592653632296654,65.84679306220096,-0.02638545251964275,0.0024068470621427807
4.045623703349282,65.98398086124402,-0.0273225317348208,0.0020834393394597583
3.9145021364832537,66.31101507177034,-0.032410717476634154,0.004956266752289995
3.7843967711004787,66.83192033492823,-0.033236759323794995,0.007855486190252003
3.6521727251435405,67.15372057416268,-0.03493926613791298,0.004815067973832576
3.522704812942584,67.45756315789474,-0.035449558918621005,0.004524583018397532
3.3809190426555022,67.8039586124402,-0.04024912043897466,0.005135012863341393
3.263865905645933,68.11752751196173,-0.03462169177456298,0.004624640005369773
3.1427266251913872,68.48050956937799,-0.037115274939756415,0.005328761490242195
3.0303088711483253,68.82690956937799,-0.03577077087836611,0.00505837357487926
2.9290708290669856,69.15707679425837,-0.033408489492681936,0.004797065957865998
2.8396081348564595,69.47317081339713,-0.030543028636498715,0.004570667729047351
2.741512483205742,69.66973349282297,-0.03454548902244092,0.002829332202985313
2.659556169090909,70.09418947368421,-0.02989456171251803,0.006092401385530799
2.5657388880622007,70.41337033492823,-0.035275540377392,0.004553599430147548
2.4913478662440194,70.7710980861244,-0.028993995516966242,0.005080395235941726
2.4211524184688997,71.08018947368421,-0.02817569104909745,0.004367480453442596
2.357708798229665,71.22625645933014,-0.02620389354890562,0.0020549605555006956
2.296041197751196,71.44806267942583,-0.02615573243174618,0.003114107509248898
2.2365929258851676,71.69557751196173,-0.02589163989054455,0.003464262336215551
2.1807233411722486,71.86398014354067,-0.02497977350563585,0.0023488566160283497
2.126420236363636,72.2437081339713,-0.024901418618017757,0.005283982179558722
2.0742918796411485,72.38977440191387,-0.024514607146342682,0.0020218545215273664
2.019503512727273,71.88924043062201,-0.026413046038320287,-0.0069144292191443135
1.9688840902870814,71.1578023923445,-0.025065280709431148,-0.01017451337496611
1.9199531765789473,72.48718038277512,-0.024852104778295803,0.018682111388162337
